"","Ancestor","Clan"
"1635","modern Bacteria","PF17192"
"1636","modern Bacteria","PF17193"
"1637","modern Bacteria","PF17196"
"1638","modern Bacteria","PF17197"
"1639","modern Bacteria","PF17228"
"1640","modern Bacteria","PF17230"
"1641","modern Bacteria","PF17240"
"1642","modern Bacteria","PF17247"
"1643","modern Bacteria","PF17248"
"1644","modern Bacteria","PF17249"
"1645","modern Bacteria","PF17252"
"1646","modern Bacteria","PF17258"
"1647","modern Bacteria","PF17259"
"1648","modern Bacteria","PF17260"
"1649","modern Bacteria","PF17261"
"1650","modern Bacteria","PF17263"
"1651","modern Bacteria","PF17264"
"1652","modern Bacteria","PF17265"
"1653","modern Bacteria","PF17267"
"1654","modern Bacteria","PF17270"
"1655","modern Bacteria","PF17272"
"1656","modern Bacteria","PF17273"
"1657","modern Bacteria","PF17277"
"1658","modern Bacteria","PF17280"
"1659","modern Bacteria","PF17295"
"1660","modern Bacteria","PF17302"
"1661","modern Bacteria","PF17328"
"1662","modern Bacteria","PF17376"
"1663","modern Bacteria","PF17377"
"1664","modern Bacteria","PF17401"
"1665","modern Bacteria","PF17408"
"1666","modern Bacteria","PF17415"
"1667","modern Bacteria","PF17428"
"1668","modern Bacteria","PF17435"
"1669","modern Bacteria","PF17446"
"1670","modern Bacteria","PF17455"
"1671","modern Bacteria","PF17458"
"1672","modern Bacteria","PF17459"
"1673","modern Bacteria","PF17461"
"1674","modern Bacteria","PF17479"
"1675","modern Bacteria","PF17481"
"1676","modern Bacteria","PF17541"
"1677","modern Bacteria","PF17555"
"1678","modern Bacteria","PF17561"
"1679","modern Bacteria","PF17642"
"1680","modern Bacteria","PF17656"
"1681","modern Bacteria","PF17727"
"1682","modern Bacteria","PF17804"
"1683","modern Bacteria","PF17841"
"1684","modern Bacteria","PF17882"
"1685","modern Bacteria","PF17898"
"1686","modern Bacteria","PF17948"
"1687","modern Bacteria","PF17969"
"1688","modern Bacteria","PF17985"
"1689","modern Bacteria","PF18053"
"1690","modern Bacteria","CL0658"
"1691","modern Bacteria","PF18125"
"1692","modern Bacteria","PF18140"
"1693","modern Bacteria","PF18154"
"1694","modern Bacteria","PF18155"
"1695","modern Bacteria","PF18157"
"1696","modern Bacteria","PF18277"
"1697","modern Bacteria","PF18288"
"1698","modern Bacteria","PF18312"
"1699","modern Bacteria","PF18327"
"1700","modern Bacteria","PF18328"
"1701","modern Bacteria","PF18367"
"1702","modern Bacteria","PF18393"
"1703","modern Bacteria","PF18395"
"1704","modern Bacteria","PF18412"
"1705","modern Bacteria","PF18415"
"1706","modern Bacteria","PF18416"
"1707","modern Bacteria","PF18426"
"1708","modern Bacteria","PF18427"
"1709","modern Bacteria","PF18429"
"1710","modern Bacteria","PF18433"
"1711","modern Bacteria","PF18494"
"1712","modern Bacteria","PF18557"
"1713","modern Bacteria","PF18571"
"1714","modern Bacteria","CL0100"
"1715","modern Bacteria","PF18578"
"1716","modern Bacteria","PF18583"
"1717","modern Bacteria","PF18588"
"1718","modern Bacteria","PF18602"
"1719","modern Bacteria","PF18616"
"1720","modern Bacteria","PF18620"
"1721","modern Bacteria","PF18801"
"1722","modern Bacteria","PF18821"
"1723","modern Bacteria","PF18878"
"1724","modern Bacteria","PF18897"
"1725","modern Bacteria","PF18901"
"1726","modern Bacteria","PF18904"
"1727","modern Bacteria","PF18918"
"1728","modern Bacteria","PF18919"
"1729","modern Bacteria","PF18921"
"1730","modern Bacteria","PF18930"
"1731","modern Bacteria","PF18937"
"1732","modern Bacteria","PF18940"
"1733","modern Bacteria","PF18942"
"1734","modern Bacteria","PF18948"
"1735","modern Bacteria","PF18949"
"1736","modern Bacteria","PF18955"
"1737","modern Bacteria","PF18959"
"1738","modern Bacteria","PF18960"
"1739","modern Bacteria","PF18963"
"1740","modern Bacteria","PF18964"
"1741","modern Bacteria","PF18970"
"1742","modern Bacteria","PF18976"
"1743","modern Bacteria","PF18982"
"1744","modern Bacteria","PF18985"
"1745","modern Bacteria","PF18986"
"1746","modern Bacteria","PF19053"
"1747","modern Bacteria","PF19079"
"1748","modern Bacteria","CL0694"
"1749","modern Bacteria","PF19116"
"1750","modern Bacteria","PF19135"
"1751","modern Bacteria","PF19136"
"1752","modern Bacteria","PF19247"
"1753","modern Bacteria","PF19258"
"1754","modern Bacteria","PF19264"
"1755","modern Bacteria","PF19277"
"1756","modern Bacteria","PF19292"
"1757","modern Bacteria","PF19297"
"1758","modern Bacteria","PF19312"
"1759","modern Bacteria","PF19319"
"1760","modern Bacteria","PF19320"
"1761","modern Bacteria","PF19346"
"1762","modern Bacteria","PF19347"
"1763","modern Bacteria","PF19348"
"1764","modern Bacteria","PF19349"
"1765","modern Bacteria","PF19350"
"1766","modern Bacteria","PF19351"
"1767","modern Bacteria","PF19353"
"1768","modern Bacteria","PF19354"
"1769","modern Bacteria","PF19356"
"1770","modern Bacteria","PF19357"
"1771","modern Bacteria","PF19358"
"1772","modern Bacteria","PF19359"
"1773","modern Bacteria","PF19360"
"1774","modern Bacteria","PF19361"
"1775","modern Bacteria","PF19365"
"1776","modern Bacteria","PF19366"
"1777","modern Bacteria","PF19367"
"1778","modern Bacteria","PF19378"
"1779","modern Bacteria","PF19402"
"1780","modern Bacteria","PF19404"
"1781","modern Bacteria","PF19425"
"1782","modern Bacteria","PF19443"
"1783","modern Bacteria","PF19450"
"1784","modern Bacteria","PF19456"
"1785","modern Bacteria","PF19457"
"1786","modern Bacteria","PF19460"
"1787","modern Bacteria","PF19461"
"1788","modern Bacteria","PF19462"
"1789","modern Bacteria","PF19481"
"1790","modern Bacteria","PF19484"
"1791","modern Bacteria","PF19512"
"1792","modern Bacteria","PF19516"
"1793","modern Bacteria","PF19524"
"1794","modern Bacteria","PF19529"
"1795","modern Bacteria","PF19545"
"1796","modern Bacteria","PF19558"
"1797","modern Bacteria","PF19560"
"1798","modern Bacteria","PF19582"
"1799","modern Bacteria","PF19589"
"1800","modern Bacteria","PF19596"
"1801","modern Bacteria","PF19599"
"1802","modern Bacteria","PF19606"
"1803","modern Bacteria","PF19607"
"1804","modern Bacteria","PF19608"
"1805","modern Bacteria","PF19621"
"1806","modern Bacteria","PF19622"
"1807","modern Bacteria","PF19626"
"1808","modern Bacteria","PF19628"
"1809","modern Bacteria","PF19629"
"1810","modern Bacteria","PF19638"
"1811","modern Bacteria","PF19643"
"1812","modern Bacteria","PF19648"
"1813","modern Bacteria","PF19650"
"1814","modern Bacteria","PF19651"
"1815","modern Bacteria","PF19652"
"1816","modern Bacteria","PF19655"
"1817","modern Bacteria","PF19660"
"1818","modern Bacteria","PF19661"
"1819","modern Bacteria","PF19662"
"1820","modern Bacteria","PF19663"
"1821","modern Bacteria","PF19664"
"1822","modern Bacteria","PF19665"
"1823","modern Bacteria","PF19668"
"1824","modern Bacteria","PF19670"
"1825","modern Bacteria","PF19674"
"1826","modern Bacteria","PF19676"
"1827","modern Bacteria","PF19677"
"1828","modern Bacteria","PF19686"
"1829","modern Bacteria","PF19690"
"1830","modern Bacteria","PF19707"
"1831","modern Bacteria","PF19730"
"1832","modern Bacteria","PF19732"
"1833","modern Bacteria","PF19741"
"1834","modern Bacteria","PF19742"
"1835","modern Bacteria","PF19754"
"1836","modern Bacteria","PF19755"
"1837","modern Bacteria","PF19760"
"1838","modern Bacteria","PF19765"
"1839","modern Bacteria","PF19781"
"1840","modern Bacteria","PF19785"
"1841","modern Bacteria","PF19789"
"1842","modern Bacteria","PF19794"
"1843","modern Bacteria","PF19795"
"1844","modern Bacteria","PF19796"
"1845","modern Bacteria","PF19801"
"1846","modern Bacteria","PF19803"
"1847","modern Bacteria","PF19809"
"1848","modern Bacteria","PF19814"
"1849","modern Bacteria","PF19818"
"1850","modern Bacteria","PF19824"
"1851","modern Bacteria","PF19827"
"1852","modern Bacteria","PF19841"
"1853","modern Bacteria","PF19843"
"1854","modern Bacteria","PF19844"
"1855","modern Bacteria","PF19845"
"1856","modern Bacteria","PF19848"
"1857","modern Bacteria","PF19849"
"1858","modern Bacteria","PF19850"
"1859","modern Bacteria","PF19852"
"1860","modern Bacteria","PF19853"
"1861","modern Bacteria","PF19868"
"1862","modern Bacteria","PF19870"
"1863","modern Bacteria","PF19877"
"1864","modern Bacteria","PF19883"
"1865","modern Bacteria","PF19886"
"1866","modern Bacteria","PF19893"
"1867","modern Bacteria","PF19909"
"1868","modern Bacteria","PF19911"
"1869","modern Bacteria","PF19912"
"1870","modern Bacteria","PF19916"
"1871","modern Bacteria","PF19928"
"1872","modern Bacteria","PF19937"
"1873","modern Bacteria","PF19939"
"1874","modern Bacteria","PF19950"
"1875","modern Bacteria","PF19985"
"1876","modern Bacteria","PF19992"
"1877","modern Bacteria","PF20013"
"1878","modern Bacteria","PF20014"
"1879","modern Bacteria","PF20027"
"1880","modern Bacteria","PF20028"
"1881","modern Bacteria","PF20035"
"1882","modern Bacteria","PF20037"
"1883","modern Bacteria","PF20039"
"1884","modern Bacteria","PF20040"
"1885","modern Bacteria","PF20043"
"1886","modern Bacteria","PF20044"
"1887","modern Bacteria","PF20047"
"1888","modern Bacteria","PF20050"
"1889","modern Bacteria","PF20056"
"1890","modern Bacteria","PF20057"
"1891","modern Bacteria","PF20058"
"1892","modern Bacteria","PF20059"
"1893","modern Bacteria","PF20060"
"1894","modern Bacteria","PF20061"
"1895","modern Bacteria","PF20062"
"1896","modern Bacteria","PF20065"
"1897","modern Bacteria","PF20072"
"1898","modern Bacteria","PF20074"
"1899","modern Bacteria","PF20077"
"1900","modern Bacteria","PF20078"
"1901","modern Bacteria","PF20079"
"1902","modern Bacteria","PF20080"
"1903","modern Bacteria","PF20082"
"1904","modern Bacteria","PF20083"
"1905","modern Bacteria","PF20084"
"1906","modern Bacteria","PF20086"
"1907","modern Bacteria","PF20087"
"1908","modern Bacteria","PF20088"
"1909","modern Bacteria","PF20089"
"1910","modern Bacteria","PF20090"
"1911","modern Bacteria","PF20094"
"1912","modern Bacteria","PF20096"
"1913","modern Bacteria","PF20099"
"1914","modern Bacteria","PF20101"
"1915","modern Bacteria","PF20104"
"1916","modern Bacteria","PF20105"
"1917","modern Bacteria","PF20107"
"1918","modern Bacteria","PF20109"
"1919","modern Bacteria","PF20110"
"1920","modern Bacteria","PF20111"
"1921","modern Bacteria","PF20112"
"1922","modern Bacteria","PF20113"
"1923","modern Bacteria","PF20115"
"1924","modern Bacteria","PF20117"
"1925","modern Bacteria","PF20119"
"1926","modern Bacteria","PF20120"
"1927","modern Bacteria","PF20121"
"1928","modern Bacteria","PF20122"
"1929","modern Bacteria","PF20124"
"1930","modern Bacteria","PF20128"
"1931","modern Bacteria","PF20129"
"1932","modern Bacteria","PF20130"
"1933","modern Bacteria","PF20132"
"1934","modern Bacteria","PF20134"
"1935","modern Bacteria","PF20135"
"1936","modern Bacteria","PF20140"
"1937","modern Bacteria","PF20172"
"1938","modern Bacteria","PF20176"
"1939","modern Bacteria","PF20177"
"1940","modern Bacteria","PF20182"
"1941","modern Bacteria","PF20199"
"1942","modern Bacteria","PF20227"
"1943","modern Bacteria","PF20228"
"1944","modern Bacteria","PF20232"
"1945","modern Bacteria","PF20249"
"1946","modern Bacteria","PF20265"
"1947","modern Bacteria","PF20327"
"1948","modern Bacteria","PF20340"
"1949","modern Bacteria","PF20347"
"1950","modern Bacteria","PF20348"
"1951","modern Bacteria","PF20349"
"1952","modern Bacteria","PF20358"
"1953","modern Bacteria","PF20365"
"1954","modern Bacteria","PF20381"
"1955","modern Bacteria","PF20382"
"1956","modern Bacteria","PF20384"
"1957","modern Bacteria","PF20386"
"1958","modern Bacteria","PF20391"
"1959","modern Bacteria","PF20410"
"1960","modern Bacteria","PF20419"
"1961","modern Bacteria","PF20420"
"1962","modern Bacteria","PF20429"
"1963","modern Bacteria","PF20438"
"1964","modern Bacteria","PF20439"
"1965","modern Bacteria","PF20444"
"1966","modern Bacteria","PF20447"
"1967","modern Bacteria","PF20448"
"1968","modern Bacteria","PF20455"
"1969","modern Bacteria","PF20459"
"1970","modern Bacteria","PF20487"
"1971","modern Bacteria","PF20498"
"1972","modern Bacteria","PF20512"
"1973","modern Bacteria","PF20530"
"1974","modern Bacteria","PF20543"
"1975","modern Bacteria","PF20544"
"1976","modern Bacteria","PF20545"
"1977","modern Bacteria","PF20546"
"1978","modern Bacteria","PF20547"
"1979","modern Bacteria","PF20549"
"1980","modern Bacteria","PF20556"
"1981","modern Bacteria","PF20563"
"1982","modern Bacteria","PF20567"
"1983","modern Bacteria","PF20568"
"1984","modern Bacteria","PF20570"
"1985","modern Bacteria","PF20584"
"1986","modern Bacteria","PF20606"
"1987","modern Bacteria","PF20611"
"1988","modern Bacteria","PF20615"
